bpl,latitude,longitude
60021,13.0000,-2.0000
60020,9.5000,2.2500
60023,8.0000,-2.0000
60022,13.4667,-16.5667
60029,20.0000,-12.0000
60028,17.0000,-4.0000
80030,0.0,0.0
15050,0.0,0.0
15051,0.0,0.0
15052,0.0,0.0
53000,26.0000,50.5500
26000,0.0,0.0
52140,30.0000,70.0000
45500,52.0000,20.0000
42200,47.1667,9.5333
45760,0.0,0.0
90022,0.0,0.0
90020,0.0,0.0
90021,0.0,0.0
45040,0.0,0.0
41400,53.0000,-8.0000
45341,0.0,0.0
45340,0.0,0.0
45342,0.0,0.0
45345,0.0,0.0
45344,0.0,0.0
42100,46.0000,2.0000
45346,0.0,0.0
50100,36.0000,138.0000
41100,0.0,0.0
54300,24.0000,54.0000
51910,0.0,0.0
46544,0.0,0.0
43300,39.0000,22.0000
53430,0.0,0.0
71090,0.0,0.0
11510,0.0,0.0
16010,32.3333,-64.7500
51210,0.0,0.0
21040,15.5000,-90.2500
59900,0.0,0.0
15083,0.0,0.0
15082,0.0,0.0
15081,0.0,0.0
15080,0.0,0.0
50200,0.0,0.0
99900,0.0,0.0
42400,43.7333,7.4000
71025,0.0,0.0
71024,0.0,0.0
71023,-20.0000,-175.0000
71022,-15.0000,-140.0000
71021,-18.0000,175.0000
71020,-21.2333,-159.7667
71029,0.0,0.0
30005,-34.0000,-64.0000
30000,0.0,0.0
46200,56.0000,24.0000
52110,24.0000,90.0000
15010,0.0,0.0
15011,0.0,0.0
15013,0.0,0.0
15015,0.0,0.0
15017,0.0,0.0
60061,0.0,0.0
15019,0.0,0.0
60063,0.0,0.0
60062,-12.8333,45.1667
40500,62.0000,15.0000
60064,0.0,0.0
53900,25.5000,51.2500
70000,0.0,0.0
26049,0.0,0.0
26048,0.0,0.0
60096,0.0,0.0
60090,0.0,0.0
60091,-22.0000,24.0000
60092,-29.5000,28.5000
60093,-22.0000,17.0000
26041,18.2500,-63.1667
26040,0.0,0.0
26043,24.2500,-76.0000
26042,0.0,0.0
30091,0.0,0.0
30090,0.0,0.0
26047,0.0,0.0
26046,0.0,0.0
15031,0.0,0.0
10000,-14.3333,-170.0000
46510,0.0,0.0
45318,0.0,0.0
45319,0.0,0.0
45316,0.0,0.0
45317,0.0,0.0
45314,0.0,0.0
45315,0.0,0.0
45312,0.0,0.0
45313,0.0,0.0
45310,0.0,0.0
42110,0.0,0.0
45790,0.0,0.0
15060,0.0,0.0
51000,0.0,0.0
54400,0.0,0.0
50020,0.0,0.0
80000,-90.0000,0.0000
45030,0.0,0.0
43310,0.0,0.0
16040,72.0000,-40.0000
10500,13.4667,144.7833
51700,15.0000,100.0000
45720,42.0000,19.0000
54900,0.0,0.0
45080,0.0,0.0
21000,0.0,0.0
40300,0.0,0.0
53400,0.0,0.0
46100,57.0000,25.0000
43400,42.8333,12.8333
40000,56.0000,10.0000
52200,0.0,0.0
90000,0.0,0.0
30040,0.0,0.0
30045,-23.0000,-58.0000
40100,64.0000,26.0000
15500,0.0,0.0
21071,0.0,0.0
21070,9.0000,-80.0000
26089,0.0,0.0
26081,16.2500,-61.5833
26080,0.0,0.0
26083,0.0,0.0
26082,14.6667,-61.0000
29900,0.0,0.0
43100,42.5000,1.5000
52120,27.5000,90.5000
45213,49.7500,15.5000
45212,48.6667,19.5000
45211,0.0,0.0
45210,0.0,0.0
53700,33.8333,35.8333
60034,8.0000,1.1667
60032,14.0000,-14.0000
60033,8.5000,-11.5000
60030,16.0000,8.0000
60031,10.0000,8.0000
60038,0.0,0.0
60039,0.0,0.0
80040,0.0,0.0
45510,0.0,0.0
45511,0.0,0.0
15021,0.0,0.0
15020,0.0,0.0
52150,0.0,0.0
12091,0.0,0.0
43610,0.0,0.0
26010,19.0000,-70.6667
12092,0.0,0.0
45330,0.0,0.0
45100,43.0000,25.0000
90011,0.0,0.0
53200,33.0000,44.0000
45333,0.0,0.0
45770,0.0,0.0
43200,36.1833,-5.3667
45600,46.0000,25.0000
45353,0.0,0.0
45350,0.0,0.0
45351,0.0,0.0
55000,0.0,0.0
12030,0.0,0.0
44000,0.0,0.0
51900,0.0,0.0
71019,0.0,0.0
53440,31.5000,34.7500
43330,0.0,0.0
41020,0.0,0.0
16000,0.0,0.0
54220,0.0,0.0
45070,0.0,0.0
51220,0.0,0.0
71045,0.0,0.0
21030,13.8333,-88.9167
71047,15.2000,145.7500
71046,0.0,0.0
71041,9.0000,168.0000
71040,0.0,0.0
71043,0.0,0.0
71042,0.0,0.0
71049,0.0,0.0
71048,7.5000,134.5000
12020,0.0,0.0
19900,0.0,0.0
54000,25.0000,45.0000
95000,0.0,0.0
42000,50.8333,4.0000
71030,-10.5000,105.6667
71031,0.0,0.0
71032,1.4167,173.0000
71033,0.0,0.0
71034,-0.5333,166.9167
71035,-19.0333,-169.8667
71036,0.0,0.0
71037,-9.0000,-172.0000
71038,-8.0000,178.0000
71039,0.0,0.0
30030,-2.0000,-77.5000
30035,4.0000,-53.0000
60078,1.0000,7.0000
60079,0.0,0.0
60072,6.0000,12.0000
60073,7.0000,21.0000
60070,0.0,0.0
60071,-12.5000,18.5000
60076,2.0000,10.0000
60077,-1.0000,11.7500
60074,15.0000,19.0000
60075,-1.0000,15.0000
26058,0.0,0.0
26059,0.0,0.0
26052,0.0,0.0
26053,19.5000,-80.5000
26050,0.0,0.0
26051,0.0,0.0
26056,16.7500,-62.2000
26057,0.0,0.0
26054,15.4167,-61.3333
26055,12.1167,-61.6667
45329,0.0,0.0
45328,0.0,0.0
46500,0.0,0.0
45323,0.0,0.0
45322,0.0,0.0
45321,0.0,0.0
45320,0.0,0.0
45327,0.0,0.0
45325,0.0,0.0
45324,0.0,0.0
41200,0.0,0.0
40400,62.0000,10.0000
45524,0.0,0.0
15070,0.0,0.0
50010,22.2500,114.1667
45520,0.0,0.0
80010,0.0,0.0
45525,0.0,0.0
53800,21.0000,57.0000
45526,0.0,0.0
45521,0.0,0.0
46590,0.0,0.0
45523,0.0,0.0
45522,0.0,0.0
00500,34.9513,-92.3809
03800,47.5362,-99.7930
04500,33.8191,-80.9066
00400,33.7712,-111.3877
01000,39.3498,-75.5148
01100,38.8964,-77.0262
01200,27.8333,-81.7170
01300,32.9866,-83.6487
01500,21.1098,-157.5311
01600,44.2394,-114.5103
01700,40.3363,-89.0022
01800,39.8647,-86.2604
01900,42.0046,-93.2140
03000,46.9048,-110.3261
03100,41.1289,-98.2883
03600,42.1497,-74.9384
03700,35.6411,-79.8431
03400,40.3140,-74.5089
03500,34.8375,-106.2371
04900,40.1135,-111.8535
04400,41.6772,-71.5101
05000,44.0407,-72.7093
04800,31.1060,-97.6475
04200,40.5773,-77.2640
03200,38.4199,-117.1219
05300,47.3917,-121.5708
10000,14.2417,-170.7197
04700,35.7449,-86.7489
02500,42.2373,-71.5314
00200,61.3850,-152.2683
00100,32.7990,-86.8073
02600,43.3504,-84.5603
02100,37.6690,-84.6514
02000,38.5111,-96.8005
02300,44.6074,-69.3977
02200,31.1801,-91.8749
03300,43.4108,-71.5653
04600,44.2853,-99.4632
00900,41.5834,-72.7622
00800,39.0646,-105.3272
02900,38.4623,-92.3020
02800,32.7673,-89.6812
04100,44.5672,-122.1269
04000,35.5376,-96.9247
11500,18.0001,-64.8199
02400,39.0724,-76.7902
02700,45.7326,-93.9196
11000,18.2766,-66.3350
03900,40.3736,-82.7755
05100,37.7680,-78.2057
05400,38.4680,-80.9696
05600,42.7475,-107.2085
05500,44.2563,-89.6385
00600,36.1700,-119.7462
